language,Audio_transcript,File,Cohort,Sub_Cohort,Duration_mins,Duration_Cat,Gender_Type,Region,Age_Group,Overlap,Gap,Conv_Density,S1_State,S2_State,Total_Gap_s,Total_Overlap_s,provider,model,num_segments,real_time_factor,processing_time_s,WER,CER,MER,WIL,WIP,S,S_%,D,D_%,I,I_%,lwWER,toWER,OIWER,script_penalty,SemanticSim,LevenshteinSim,PIER,CS_Recall,CS_Precision,CS_F1
telugu,1HOS16b5FkI6uPEgNMu4BiCFGWibGpU5D,Telugu_94_1021,Telugu,All,10.35,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Telangana,Telangana,10,0,soniox,stt-async-v4,108,0.12x,75.307,0.46510,0.3237,0.3588,0.4653,0.5347,448,16.5,11,0.4,806,29.6,0.4521,0.4651,0.5305,0.0129,0.8904,0.6763,0.9925,0.0132,1,0.026
Spoken Hindi,1r92AWQHlZqP_dqrBKNOiiHiVi40dpxVk,Hinglish_790_1625,Spoken Hindi,All,16.42,Long (15-30 min),Same Gender,Cross State,Mixed Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Chandigarh,Chhattisgarh,14,0,openai_gpt4o,gpt-4o-transcribe,210,0.35x,318.228,0.46490,0.3978,0.4341,0.549,0.451,662,13.8,1234,25.6,342,7.1,0.4647,0.4649,0.473,0.0002,0.6412,0.6022,0.9541,0.0632,1,0.1189
chattishgarhi,1TjPU551NT6trlGVy_SPG361Gc6msipoB,Chattishgarhi_278_2026,Chattishgarhi,All,15.33,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Chhattisgarh,Chhattisgarh,8,0,gemini_flash,gemini-2.5-flash,316,0.13x,123.572,0.46450,0.3623,0.3971,0.5173,0.4827,726,15.5,653,14,793,17,0.4645,0.4645,0.4654,0,0.9714,0.639,1,0,0,0
telugu,1HOS16b5FkI6uPEgNMu4BiCFGWibGpU5D,Telugu_94_1021,Telugu,All,10.35,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Telangana,Telangana,10,0,aws_transcribe,aws-transcribe,94,n/a,0,0.46430,0.3262,0.3598,0.4692,0.5308,460,16.9,13,0.5,790,29,0.4473,0.4643,0.5244,0.017,0.8897,0.6738,1,0,1,0
Spoken Hindi,1KYMS2D0oNTNyeTnNXJ_eWuY_lxMXz72J,Hinglish_477_2949,Spoken Hindi,All,29.82,Long (15-30 min),Same Gender,Cross State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Uttar Pradesh,Chhattisgarh,16,0,gemini_pro,gemini-2.5-pro,221,0.19x,305.233,0.46410,0.32,0.359,0.4683,0.5317,1287,17,12,0.2,2217,29.3,0.4622,0.4641,0.5564,0.0019,0.6292,0.68,0.9707,0.0335,0.9545,0.0648
Spoken Hindi,1D0JdaOnNQ5uFlP3nja7wXhVv88dJXVWs,Hinglish_103_1525,Spoken Hindi,All,15.42,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Gujarat,Gujarat,6,0,gemini_flash,gemini-2.5-flash,246,0.11x,99.511,0.46400,0.3334,0.3572,0.4623,0.5377,705,16.3,10,0.2,1296,29.9,0.4633,0.464,0.5471,0.0007,0.9569,0.6666,0.9952,0.0076,1,0.0152
telugu,1uOFfBP-4ibvrgf3aBVbBrAC4bAk6Fe3m,Telugu_452_1636,Telugu,All,16.6,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Andhra Pradesh,Andhra Pradesh,20,0,soniox,stt-async-v4,209,0.09x,87.964,0.46370,0.317,0.3592,0.4676,0.5324,738,16.7,26,0.6,1285,29.1,0.4616,0.4637,0.5176,0.0021,0.9401,0.683,1,0,0,0
nepali,1AyUXWBJE-VlRaOWNYQuYTp8sTn70jzPz,Nepali_59_1434,Nepali,All,14.57,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Monologue-like,Nepal,Nepal,2,0,openai_gpt4o,gpt-4o-transcribe,180,0.30x,266.622,0.46360,0.2993,0.4407,0.6086,0.3914,1100,24.4,754,16.7,234,5.2,0.4663,0.4636,0.4666,-0.0027,0.985,0.7007,0.8974,0.1186,0.875,0.209
marathi,1PDeugP9GQw4uHJbXGBJJGu4U4Lbhrgy-,MARATHI_438_1422,Marathi,All,14.37,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Maharashtra,Maharashtra,4,0,openai_gpt4o_mini,gpt-4o-mini-transcribe,142,0.29x,251.348,0.46340,0.3047,0.4535,0.6134,0.3866,1081,22.6,1026,21.5,105,2.2,0.4638,0.4634,0.4635,-0.0004,0.9672,0.6953,0,1,0,0
nepali,11pbGLen-NnCnSxGT0Gf64A-D6okPOTK8,Nepali_317_1800,Nepali,All,18,Long (15-30 min),Mixed Gender,Cross State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Sikkim,West Bengal,9,0,openai_gpt4o_mini,gpt-4o-mini-transcribe,370,0.36x,346.783,0.46330,0.2786,0.4312,0.595,0.405,1236,23.7,796,15.2,389,7.4,0.4658,0.4633,0.4776,-0.0024,0.9762,0.7214,0.6169,0.4955,0.7857,0.6077
kannada,1lea_veNc5tMlrgr0-UFQfEFtMCRFVgbV,Kannada_332_2359,Kannada,All,23.98,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Karnataka,Karnataka,11,0,sarvam_v2,saarika:v2.5,153,n/a,0,0.46270,0.3172,0.3615,0.4726,0.5274,1065,16.9,84,1.3,1761,28,0.4543,0.4627,0.5259,0.0085,0.9901,0.6828,0.9932,0.0135,1,0.0267
marathi,1Rf8MBnwFsrm_SXz0p8i-lcYOr0d7ooWw,MARATHI_205_1428,Marathi,All,14.47,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Maharashtra,Maharashtra,11,0,openai_gpt4o,gpt-4o-transcribe,156,0.31x,266.775,0.46220,0.2955,0.4537,0.62,0.38,1115,24,947,20.4,87,1.9,0.4627,0.4622,0.4627,-0.0005,0.9781,0.7045,0,1,0,0
Spoken Tamil,1PwYEoEAz9DgT_EG6fyWgLIx_1fcPKOAC,Tamilish_181_2125,Overlap,Has Overlap,21.42,Long (15-30 min),Same Gender,Same State,Same Age Group,Has Overlap,Medium (5-20s),Rapid Exchange,Tamil Nadu,Tamil Nadu,17,5,openai_gpt4o_mini,gpt-4o-mini-transcribe,510,0.43x,467.223,0.46170,0.3136,0.4186,0.5809,0.4191,1444,23.7,741,12.2,627,10.3,0.4615,0.4617,0.4797,0.0002,0.2052,0.6864,0.4724,0.6477,0.8723,0.7434
kannada,1lea_veNc5tMlrgr0-UFQfEFtMCRFVgbV,Kannada_332_2359,Kannada,All,23.98,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Karnataka,Karnataka,11,0,sarvam_v3,saaras:v3,154,n/a,0,0.46140,0.3162,0.3603,0.4711,0.5289,1064,16.9,72,1.1,1766,28.1,0.453,0.4614,0.5252,0.0085,0.9899,0.6838,0.9989,0.0023,1,0.0045
Spoken Tamil,1V54ybjFe0GbGgKw3KocEGzKRqv-MuK3b,Tamilish_530_1939,Spoken Tamil,All,19.65,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,High (>20s),Balanced Dialogue,Tamil Nadu,Tamil Nadu,26,0,gemini_flash,gemini-2.5-flash,360,0.22x,234.772,0.46050,0.3084,0.3559,0.4576,0.5424,959,15.3,83,1.3,1839,29.4,0.4556,0.4605,0.5039,0.005,0.9082,0.6948,0.921,0.1208,0.9804,0.2151
chattishgarhi,1vo7LkSq_hB4FZyHg_36ela00q1s_WMXU,Audio162,Chattishgarhi,All,15.15,Long (15-30 min),Same Gender,Unknown,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,,,7,0,openai_gpt4o_mini,gpt-4o-mini-transcribe,244,0.24x,218.027,0.46030,0.3261,0.4241,0.5686,0.4314,803,19.5,740,18,351,8.5,0.4603,0.4603,0.4661,0,0.9788,0.6739,0.9746,0.0408,1,0.0784
kannada,1lea_veNc5tMlrgr0-UFQfEFtMCRFVgbV,Kannada_332_2359,Kannada,All,23.98,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Karnataka,Karnataka,11,0,gemini_flash,gemini-2.5-flash,426,0.19x,280.062,0.46030,0.3152,0.3585,0.4679,0.5321,1054,16.8,54,0.9,1787,28.4,0.4516,0.4603,0.5233,0.0088,0.9901,0.6848,0.9977,0.0045,1,0.009
chattishgarhi,1bQ1dqhn4TFeUQk-nwL_MOSHI0WXpAt2n,Audio151,Chattishgarhi,All,15.15,Long (15-30 min),Same Gender,Unknown,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,,,9,0,openai_gpt4o,gpt-4o-transcribe,206,0.32x,292.564,0.45950,0.3352,0.4293,0.5731,0.4269,820,19.3,834,19.6,300,7.1,0.4595,0.4595,0.4661,0,0.9046,0.6648,1,0,1,0
marathi,1cs5zSyln5UdORyy6l1CTfcxVlsDxEPR2,MARATHI_447_0925,Marathi,All,9.42,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Maharashtra,Maharashtra,11,0,openai_gpt4o_mini,gpt-4o-mini-transcribe,85,0.31x,176.298,0.45820,0.3001,0.4487,0.6102,0.3898,673,22.9,612,20.8,62,2.1,0.4597,0.4582,0.4598,-0.0015,0.9192,0.6999,0,1,1,1
kannada,1lea_veNc5tMlrgr0-UFQfEFtMCRFVgbV,Kannada_332_2359,Kannada,All,23.98,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Karnataka,Karnataka,11,0,gemini_pro,gemini-2.5-pro,323,0.20x,294.992,0.45810,0.3155,0.3572,0.4657,0.5343,1038,16.5,67,1.1,1776,28.2,0.4493,0.4581,0.5205,0.0088,0.9903,0.6845,0.9989,0.0023,1,0.0045
marathi,13RphIKe427pr7jV4_FDKT-aZ9lVZZ-Wt,MARATHI_265_1316,Marathi,All,13.27,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Maharashtra,Maharashtra,7,0,openai_gpt4o_mini,gpt-4o-mini-transcribe,145,0.29x,231.081,0.45730,0.289,0.4425,0.6043,0.3957,969,22.9,823,19.5,141,3.3,0.4611,0.4573,0.4613,-0.0038,0.4046,0.711,0,1,1,1
Spoken Hindi,1KYMS2D0oNTNyeTnNXJ_eWuY_lxMXz72J,Hinglish_477_2949,Spoken Hindi,All,29.82,Long (15-30 min),Same Gender,Cross State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Uttar Pradesh,Chhattisgarh,16,0,gladia,gladia-v2,677,0.04x,59.382,0.45550,0.3445,0.406,0.5483,0.4517,1476,19.5,1052,13.9,923,12.2,0.455,0.4555,0.4928,0.0006,0.6808,0.6555,0.6391,0.4696,0.6918,0.5595
marathi,13RphIKe427pr7jV4_FDKT-aZ9lVZZ-Wt,MARATHI_265_1316,Marathi,All,13.27,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Maharashtra,Maharashtra,7,0,openai_gpt4o,gpt-4o-transcribe,149,0.30x,242.265,0.45520,0.2879,0.4408,0.602,0.398,963,22.8,823,19.5,138,3.3,0.4589,0.4552,0.4591,-0.0038,0.4046,0.7121,0,1,1,1
Spoken Tamil,19iyZ6RWGLxRRwbxXk-eMCvgN4_TR0KrU,Tamil_361_1900,Overlap,Has Overlap,19,Long (15-30 min),Mixed Gender,Same State,Same Age Group,Has Overlap,Low (1-5s),Balanced Dialogue,Tamil Nadu,Tamil Nadu,3,1,soniox,stt-async-v4,55,0.10x,115.776,0.45490,0.2597,0.4396,0.6422,0.3578,2600,32.5,759,9.5,278,3.5,0.455,0.4549,0.461,-0.0002,0.9851,0.7403,1,0,1,0
Spoken Tamil,1ILnoGzERTw6oEMg8Q9eaINvYFxLhFOsI,Tamilish_338_1537,Spoken Tamil,All,15.62,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Tamil Nadu,Tamil Nadu,8,0,openai_gpt4o,gpt-4o-transcribe,429,0.32x,270.538,0.45480,0.3761,0.4312,0.5553,0.4447,693,15.5,1100,24.5,245,5.5,0.4554,0.4548,0.435,-0.0006,0.8222,0.6239,0.5077,0.5772,0.9373,0.7145
telugu,1uOFfBP-4ibvrgf3aBVbBrAC4bAk6Fe3m,Telugu_452_1636,Telugu,All,16.6,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Andhra Pradesh,Andhra Pradesh,20,0,aws_transcribe,aws-transcribe,205,n/a,0,0.45440,0.3152,0.3538,0.4608,0.5392,720,16.3,32,0.7,1256,28.4,0.4516,0.4544,0.5056,0.0028,0.9396,0.6848,1,0,1,0
marwari,1G005gb7vjDL_zsi8B17C0VysF6vvy6Ck,Marwadi_27_0730,Marwari,All,5.17,Medium (5-15 min),Same Gender,Same State,Mixed Age Group,No Overlap,High (>20s),Rapid Exchange,Rajasthan,Rajasthan,26,0,aws_transcribe,aws-transcribe,50,n/a,0,0.45420,0.3317,0.4367,0.5855,0.4145,267,20.2,280,21.2,53,4,0.4542,0.4542,0.4542,0,0.7576,0.6683,0,1,1,1
Spoken Hindi,1kj-s_3uWnFWCRadlOzEMm93hPiwM6RcD,Hinglish_902_2630,Spoken Hindi,All,26.5,Long (15-30 min),Mixed Gender,Cross State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Uttar Pradesh,Haryana,19,0,gemini_flash,gemini-2.5-flash,418,0.19x,273.681,0.45420,0.3117,0.3569,0.4721,0.5279,1189,17.8,26,0.4,1822,27.2,0.4525,0.4542,0.5426,0.0017,0.3355,0.6883,1,0,1,0
chattishgarhi,1asVUMO650sG1tVsrE9oaemx5dUhxLck7,Chattishgarhi_25_2040,Chattishgarhi,All,15.5,Long (15-30 min),Same Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Chhattisgarh,Chhattisgarh,12,0,aws_transcribe,aws-transcribe,70,n/a,0,0.45390,0.3567,0.4429,0.5649,0.4351,634,15.3,1139,27.6,103,2.5,0.4539,0.4539,0.4551,0,0.9818,0.6433,1,0,0,0
Indian Bengali,1ndkNUYTfc_MzB94PxRjUSwbbnVWWuvke,Bengali (Kolkata)_468_1912,Bengali,All,19.2,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,West Bengal,West Bengal,8,0,sarvam_v2,saarika:v2.5,124,n/a,0,0.45380,0.3148,0.352,0.4569,0.5431,790,16,21,0.4,1424,28.9,0.4662,0.4538,0.5341,-0.0124,0.8768,0.6852,1,0,0,0
Spoken Hindi,1KYMS2D0oNTNyeTnNXJ_eWuY_lxMXz72J,Hinglish_477_2949,Spoken Hindi,All,29.82,Long (15-30 min),Same Gender,Cross State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Uttar Pradesh,Chhattisgarh,16,0,gemini_flash,gemini-2.5-flash,411,0.13x,209.148,0.45340,0.3144,0.3526,0.4601,0.5399,1251,16.5,19,0.3,2165,28.6,0.4521,0.4534,0.5442,0.0013,0.6073,0.6856,0.9457,0.0559,0.9722,0.1057
Spoken Tamil,1PwYEoEAz9DgT_EG6fyWgLIx_1fcPKOAC,Tamilish_181_2125,Overlap,Has Overlap,21.42,Long (15-30 min),Same Gender,Same State,Same Age Group,Has Overlap,Medium (5-20s),Rapid Exchange,Tamil Nadu,Tamil Nadu,17,5,aws_transcribe,aws-transcribe,217,n/a,0,0.45330,0.3069,0.3607,0.475,0.525,1032,16.9,165,2.7,1564,25.7,0.4462,0.4533,0.4948,0.0071,0.2084,0.6931,1,0,1,0
chattishgarhi,1pXWwPFh4UsoTeLyXF_7IH20yZH8ZQPC1,Audio134,Chattishgarhi,All,15.18,Long (15-30 min),Same Gender,Unknown,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,,,5,0,openai_gpt4o,gpt-4o-transcribe,158,0.21x,194.758,0.45280,0.3462,0.4387,0.553,0.447,642,13.9,1295,28.1,148,3.2,0.4528,0.4528,0.4523,0,0.9786,0.6538,1,0,0,0
Spoken Hindi,1kj-s_3uWnFWCRadlOzEMm93hPiwM6RcD,Hinglish_902_2630,Spoken Hindi,All,26.5,Long (15-30 min),Mixed Gender,Cross State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Uttar Pradesh,Haryana,19,0,speechmatics,speechmatics-batch,175,0.05x,68.349,0.45250,0.3338,0.3671,0.4946,0.5054,1280,19.1,190,2.8,1556,23.3,0.4514,0.4525,0.5313,0.0011,0.3693,0.6662,1,0,0,0
Spoken Hindi,1kj-s_3uWnFWCRadlOzEMm93hPiwM6RcD,Hinglish_902_2630,Spoken Hindi,All,26.5,Long (15-30 min),Mixed Gender,Cross State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Uttar Pradesh,Haryana,19,0,soniox,stt-async-v4,182,0.11x,157.759,0.45240,0.3109,0.3558,0.4707,0.5293,1184,17.7,25,0.4,1816,27.2,0.451,0.4524,0.5415,0.0014,0.3386,0.6891,0.997,0.0037,1,0.0074
marathi,1Rf8MBnwFsrm_SXz0p8i-lcYOr0d7ooWw,MARATHI_205_1428,Marathi,All,14.47,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Maharashtra,Maharashtra,11,0,openai_gpt4o_mini,gpt-4o-mini-transcribe,155,0.30x,259.179,0.45200,0.2847,0.4433,0.611,0.389,1121,24.1,889,19.1,92,2,0.4526,0.452,0.4526,-0.0005,0.9781,0.7153,0,1,0,0
telugu,1IdcJ8f8pC0LKxZQIDi60QE9teMSrrL8g,Telugu_318_1417,Telugu,All,14.28,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Telangana,Telangana,8,0,gemini_flash,gemini-2.5-flash,224,0.19x,160.53,0.45190,0.3151,0.3517,0.4575,0.5425,590,16.1,23,0.6,1044,28.5,0.4477,0.4519,0.5172,0.0041,0.9743,0.6849,0.996,0.0058,1,0.0115
telugu,1uOFfBP-4ibvrgf3aBVbBrAC4bAk6Fe3m,Telugu_452_1636,Telugu,All,16.6,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Andhra Pradesh,Andhra Pradesh,20,0,gemini_flash,gemini-2.5-flash,156,0.16x,162.616,0.45150,0.3122,0.3501,0.4528,0.5472,689,15.6,27,0.6,1279,28.9,0.4498,0.4515,0.5038,0.0016,0.9414,0.6878,0.9674,0.0451,1,0.0863
Spoken Tamil,1V54ybjFe0GbGgKw3KocEGzKRqv-MuK3b,Tamilish_530_1939,Spoken Tamil,All,19.65,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,High (>20s),Balanced Dialogue,Tamil Nadu,Tamil Nadu,26,0,openai_gpt4o,gpt-4o-transcribe,576,0.69x,750.322,0.45110,0.3246,0.4117,0.5381,0.4619,996,15.9,1228,19.6,598,9.6,0.4503,0.4511,0.4599,0.0008,0.9599,0.6754,0.379,0.715,0.9136,0.8022
telugu,1IdcJ8f8pC0LKxZQIDi60QE9teMSrrL8g,Telugu_318_1417,Telugu,All,14.28,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Telangana,Telangana,8,0,soniox,stt-async-v4,101,0.13x,113.116,0.45100,0.3138,0.3501,0.4549,0.5451,588,16,9,0.2,1057,28.8,0.4469,0.451,0.5166,0.0041,0.9746,0.6862,0.994,0.0087,1,0.0172
chattishgarhi,1j3uA8HssomIjTaMc94JqcC9zudw83paC,Audio160,Chattishgarhi,All,15.2,Long (15-30 min),Same Gender,Unknown,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,,,14,0,openai_gpt4o_mini,gpt-4o-mini-transcribe,236,0.24x,216.771,0.45020,0.3168,0.4223,0.5667,0.4333,740,19.3,730,19.1,253,6.6,0.4502,0.4502,0.4531,0,0.9279,0.6832,1,0,0,0
telugu,1IdcJ8f8pC0LKxZQIDi60QE9teMSrrL8g,Telugu_318_1417,Telugu,All,14.28,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Telangana,Telangana,8,0,aws_transcribe,aws-transcribe,115,n/a,0,0.45020,0.3157,0.3495,0.4522,0.5478,571,15.6,23,0.6,1057,28.8,0.4414,0.4502,0.51,0.0088,0.974,0.6843,1,0,1,0
bhojpuri,13V53QzPX1qlNwiN5C8gZZkPH6PEbn4TH,Audio259,Bhojpuri,All,5.67,Medium (5-15 min),Same Gender,Unknown,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,,,9,0,openai_gpt4o_mini,gpt-4o-mini-transcribe,79,0.51x,173.772,0.45010,0.2858,0.4244,0.5768,0.4232,311,21,267,18,90,6.1,0.4501,0.4501,0.4507,0,0.9969,0.7142,1,0,1,0
Spoken Hindi,1kj-s_3uWnFWCRadlOzEMm93hPiwM6RcD,Hinglish_902_2630,Spoken Hindi,All,26.5,Long (15-30 min),Mixed Gender,Cross State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Uttar Pradesh,Haryana,19,0,gladia,gladia-v2,697,0.04x,52.973,0.44980,0.3261,0.3887,0.5328,0.4672,1381,20.7,576,8.6,1051,15.7,0.4493,0.4498,0.4952,0.0005,0.8137,0.6739,0.6775,0.4451,0.6848,0.5395
Spoken Hindi,1D0JdaOnNQ5uFlP3nja7wXhVv88dJXVWs,Hinglish_103_1525,Spoken Hindi,All,15.42,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Gujarat,Gujarat,6,0,assemblyai,universal,111,0.41x,377.128,0.44970,0.3365,0.3649,0.4947,0.5053,855,19.7,87,2,1007,23.2,0.4488,0.4497,0.5233,0.0009,0.9125,0.6635,1,0,1,0
marathi,14ZOsDycdO3hfegZIEKAbN3GoMNIkWisG,MARATHI_332_1543,Marathi,All,15.72,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Maharashtra,Maharashtra,10,0,openai_gpt4o,gpt-4o-transcribe,149,0.33x,315.739,0.44910,0.2817,0.4395,0.604,0.396,1156,23.4,957,19.4,108,2.2,0.4493,0.4491,0.4493,-0.0002,0.9425,0.7183,0,1,1,1
Indian Bengali,1sJFqpr9vgYpMvFBWcJM1TTooJWhCOaVu,Bengali (Non Kolkata)_223_2256,Bengali (Non Kolkata),All,11.47,Medium (5-15 min),Same Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,West Bengal,West Bengal,5,0,sarvam_v2,saarika:v2.5,249,n/a,0,0.44900,0.3474,0.3413,0.4226,0.5774,397,11.8,51,1.5,1058,31.5,0.4622,0.449,0.4917,-0.0131,0.7791,0.6972,1,0,1,0
Indian Bengali,1N53CNixarwnd85RaN69cJDPFzwrdvk65,Bengali (Kolkata)_218_1634,Bengali,All,16.57,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Rapid Exchange,West Bengal,West Bengal,13,0,microsoft,ConversationTranscriber,42,0.50x,450.928,0.44850,0.3088,0.354,0.4631,0.5369,689,16.2,81,1.9,1133,26.7,0.46,0.4485,0.5159,-0.0115,0.8051,0.6912,1,0,1,0
chattishgarhi,1m4LdjNKRsRqRCnQFrlVEq8i5c1_t1I3U,Chhattishgarhi_52_2009,Chattishgarhi,All,15.12,Long (15-30 min),Same Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Chhattisgarh,Chhattisgarh,14,0,aws_transcribe,aws-transcribe,80,n/a,0,0.44850,0.3388,0.4209,0.5753,0.4247,877,21.4,693,16.9,269,6.6,0.4483,0.4485,0.4576,0.0002,0.9707,0.6612,1,0,1,0
bhojpuri,19C-KTSD1oeS-dRRp-f_mxd-ExV3Y1JSx,Bhojpuri_39_2502,Bhojpuri,All,25.03,Long (15-30 min),Same Gender,Same State,Mixed Age Group,Has Overlap,Medium (5-20s),Rapid Exchange,Bihar,Bihar,18,1,aws_transcribe,aws-transcribe,102,n/a,0,0.44790,0.3083,0.4073,0.5727,0.4273,1437,24.3,622,10.5,591,10,0.4483,0.4479,0.4695,-0.0003,0.7728,0.6917,1,0,0,0
bhojpuri,1O83MkjCQ59-cgCfU1J8NtT6SnTgVWJ_7,Audio249,Bhojpuri,All,8.33,Medium (5-15 min),Same Gender,Unknown,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,,,5,0,aws_transcribe,aws-transcribe,39,n/a,0,0.44770,0.3418,0.4314,0.5588,0.4412,358,16.1,552,24.9,84,3.8,0.4477,0.4477,0.4477,0,0.898,0.6582,0,1,1,1
Spoken Tamil,1bY-5jIXT31jZnteTPPagJ9bUesGO0i6H,Tamilish_26_1524,Spoken Tamil,All,15.4,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Tamil Nadu,Tamil Nadu,8,0,speechmatics,speechmatics-batch,88,0.04x,37.493,0.44720,0.4238,0.4014,0.5412,0.4588,791,18.9,606,14.4,479,11.4,0.4478,0.4472,0.4263,-0.0006,0.9629,0.5762,0.8438,0.2504,0.8917,0.3911
bhojpuri,14ds2IYhmznkolZBQjr13MHI3Wppr1FiI,Audio256,Bhojpuri,All,10.65,Medium (5-15 min),Same Gender,Unknown,Same Age Group,No Overlap,Low (1-5s),Monologue-like,,,3,0,aws_transcribe,aws-transcribe,36,n/a,0,0.44690,0.3372,0.4349,0.5754,0.4246,560,18.6,703,23.3,83,2.8,0.4469,0.4469,0.4475,0,0.7315,0.6628,1,0,1,0
Indian Bengali,1ndkNUYTfc_MzB94PxRjUSwbbnVWWuvke,Bengali (Kolkata)_468_1912,Bengali,All,19.2,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,West Bengal,West Bengal,8,0,sarvam_v3,saaras:v3,125,n/a,0,0.44510,0.3051,0.3478,0.454,0.546,795,16.1,20,0.4,1377,28,0.4572,0.4451,0.5232,-0.0122,0.8797,0.6949,1,0,1,0
telugu,1IdcJ8f8pC0LKxZQIDi60QE9teMSrrL8g,Telugu_318_1417,Telugu,All,14.28,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Telangana,Telangana,8,0,gemini_pro,gemini-2.5-pro,165,0.23x,195.441,0.44480,0.3146,0.3459,0.4483,0.5517,569,15.5,14,0.4,1048,28.6,0.4406,0.4448,0.509,0.0042,0.9983,0.6854,0.996,0.0058,0.6667,0.0115
Indian Bengali,1ndkNUYTfc_MzB94PxRjUSwbbnVWWuvke,Bengali (Kolkata)_468_1912,Bengali,All,19.2,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,West Bengal,West Bengal,8,0,soniox,stt-async-v4,106,0.15x,155.223,0.44370,0.3036,0.3468,0.4525,0.5475,790,16,20,0.4,1375,27.9,0.4541,0.4432,0.52,-0.0105,0.8768,0.6964,1,0,1,0
